Date,Open,High,Low,Close,Adj Close,Volume
2016-07-01,129.53999299999998,130.33999599999999,129.16000400000001,129.690002,119.56662800000001,3247900
2016-06-30,127.08000200000001,129.869995,127.08000200000001,129.869995,119.73258200000001,4110800
2016-06-29,125.489998,127.32,124.160004,126.989998,117.077377,4916700
2016-06-28,124.5,124.760002,122.699997,123.889999,114.21933700000001,4438100
2016-06-27,125.68,125.75,122.349998,122.699997,113.122253,6169000
2016-06-24,128.139999,129.389999,126.209999,126.519997,116.644058,9707300
2016-06-23,133.91000400000001,134.550003,132.729996,133.550003,123.125336,4113900
2016-06-22,132.100006,133.16000400000001,131.580002,131.770004,121.484276,2640800
2016-06-21,133.190002,133.279999,131.490005,131.520004,121.253754,2841100
2016-06-20,131.360001,133.899994,131.21000700000002,132.75,122.38775600000001,4331900
2016-06-17,129.830002,129.990005,128.809998,129.820007,119.686501,6739600
2016-06-16,129.320007,129.889999,126.900002,129.369995,119.27159099999999,4066100
2016-06-15,130.880005,131.759995,129.970001,130.16000400000001,119.999931,3324800
2016-06-14,129.630005,130.600006,128.5,130.5,120.31339299999999,3717000
2016-06-13,130.78999299999998,131.509995,129.880005,129.919998,119.77866399999999,3645000
2016-06-10,131.759995,132.119995,130.369995,131.139999,120.90343500000002,3828600
2016-06-09,132.100006,133.820007,131.919998,133.100006,122.710434,3811200
2016-06-08,132.520004,133.529999,132.03999299999998,133.0,122.618225,3883700
2016-06-07,132.41000400000001,133.389999,131.820007,131.929993,121.631752,4424000
2016-06-06,127.599998,132.080002,127.449997,131.899994,121.60410300000001,6996200
2016-06-03,126.41999799999999,127.58000200000001,125.949997,127.379997,117.43692800000001,5485600
2016-06-02,126.650002,127.029999,125.32,126.849998,116.94830300000001,4802100
2016-06-01,126.0,126.5,124.779999,126.410004,116.54266399999999,4679600
2016-05-31,129.880005,129.979996,126.040001,126.150002,116.302948,6894400
2016-05-27,128.96000700000002,129.699997,128.830002,129.220001,119.133301,3043700
2016-05-26,128.479996,129.899994,128.320007,129.309998,119.216278,2586300
2016-05-25,128.0,129.779999,127.370003,128.860001,118.80140700000001,4656700
2016-05-24,127.760002,128.809998,126.32,127.5,117.54756200000001,5102400
2016-05-23,127.400002,128.41000400000001,125.879997,127.58000200000001,117.621338,3977700
2016-05-20,129.130005,129.25,127.209999,127.389999,117.446152,3297700
2016-05-19,130.240005,130.429993,127.089996,128.080002,118.082291,5061600
2016-05-18,132.449997,133.179993,130.33999599999999,130.990005,120.765152,4060400
2016-05-17,133.619995,134.490005,131.96000700000002,132.559998,122.212585,4032000
2016-05-16,131.630005,134.41000400000001,131.550003,134.139999,123.66925800000001,3165400
2016-05-13,133.740005,134.940002,131.91000400000001,132.119995,121.806946,3965900
2016-05-12,133.490005,135.03999299999998,133.490005,134.419998,123.927376,4591300
2016-05-11,133.809998,134.990005,132.940002,133.0,122.618225,3284100
2016-05-10,133.179993,135.240005,132.78999299999998,134.720001,123.19906599999999,3382700
2016-05-09,132.800003,133.809998,131.820007,132.100006,120.803123,3431100
2016-05-06,132.110001,133.630005,131.759995,133.259995,121.863922,2466000
2016-05-05,131.729996,132.639999,131.119995,132.080002,120.784828,4199200
2016-05-04,131.58999599999999,132.309998,130.529999,130.889999,119.696602,3340500
2016-05-03,132.699997,133.309998,131.46000700000002,132.490005,121.15976699999999,4028700
2016-05-02,134.380005,135.0,133.229996,134.009995,122.549774,3703800
2016-04-29,134.419998,135.229996,132.809998,134.800003,123.272224,3716700
2016-04-28,136.28999299999998,137.720001,134.5,134.800003,123.272224,4938800
2016-04-27,133.199997,137.889999,131.949997,137.080002,125.357224,6930800
2016-04-26,131.25,133.270004,131.059998,133.240005,121.845634,6103400
2016-04-25,130.449997,131.0,129.309998,130.75,119.56856499999999,4600100
2016-04-22,131.08999599999999,131.830002,130.5,131.050003,119.84293400000001,3858100
2016-04-21,130.979996,132.639999,130.300003,130.740005,119.559425,4799600
2016-04-20,128.550003,131.360001,128.490005,130.570007,119.403976,6799000
2016-04-19,132.570007,133.850006,132.21000700000002,132.679993,121.333527,2931000
2016-04-18,131.130005,132.25,130.320007,131.970001,120.68423500000002,3056000
2016-04-15,130.949997,131.600006,130.679993,131.130005,119.916069,5008700
2016-04-14,131.5,131.949997,130.529999,130.850006,119.66001899999999,4527600
2016-04-13,130.490005,131.5,129.809998,131.139999,119.92521699999999,3514800
2016-04-12,127.620003,130.380005,126.68,129.470001,118.39803300000001,4239200
2016-04-11,128.25,129.899994,127.68,127.910004,116.971451,3611700
2016-04-08,128.03999299999998,130.020004,127.610001,127.879997,116.944,3939800
2016-04-07,127.0,128.940002,126.559998,127.0,116.13926699999999,4596300
2016-04-06,127.160004,128.03999299999998,125.75,127.93,116.989731,3998000
2016-04-05,126.150002,128.58999599999999,125.58000200000001,127.029999,116.16669499999999,4660100
2016-04-04,126.540001,127.970001,125.879997,126.339996,115.535698,5036500
2016-04-01,126.230003,127.089996,125.110001,126.959999,116.10269199999999,5328000
2016-03-31,128.08999599999999,128.380005,125.25,126.940002,116.08438899999999,8758300
2016-03-30,131.479996,132.729996,128.020004,128.580002,117.584152,5949000
2016-03-29,129.830002,130.929993,128.179993,130.880005,119.68744699999999,4910200
2016-03-28,132.529999,132.619995,130.550003,131.28999299999998,120.06237800000001,3352200
2016-03-24,131.610001,132.229996,130.029999,132.119995,120.821426,4573100
